source,series,author,english_title,original_title,translator,pub_year,place,publisher,country,original_year,era,canonical_author,canonical_work
UNESCO Index Translationum,,"Calvin, Jean; Torrance, David W.; Torrance, Thomas F.","The Epistles of Paul the apostle to the Galatians, Ephesians, Philippians and Colossians",,,1996,Carlisle,Paternoster,United Kingdom,1548,renaissance,John Calvin,"Commentary on Galatians, Ephesians, Philippians, and Colossians"
UNESCO Index Translationum,,"Huyck, Peter",A scriptural rosary - 1596,,,1999,London,St Pauls,United Kingdom,1596,renaissance,Peter Huyck,A Scriptural Rosary
UNESCO Index Translationum,,Osbern,Osbern's life of Alfege,,"Shaw, Frances",1999,London,St. Paul's,United Kingdom,1080,medieval,Osbern,Life of Alfege
UNESCO Index Translationum,,"Swedenborg, Emanuel",The interaction of the soul and the body,Commercio animae et corporis,,1996,London,Swedenborg Society,United Kingdom,1770,early_modern,Emanuel Swedenborg,The Interaction of the Soul and the Body
UNESCO Index Translationum,,"Swedenborg, Emanuel",The delights of wisdom on the subject of conjugial love : followed by the gross pleasures of folly on the subject of scortatory love,Delitiae sapientiae de amore conjugiali,"Chadwick, John",1996,London,Swedenborg Society,United Kingdom,1768,early_modern,Emanuel Swedenborg,Conjugial Love
UNESCO Index Translationum,,"Swedenborg, Emanuel",The worlds in space,Telluribus in Universo,"Chadwick, John",1997,London,Swedenborg Society,United Kingdom,1758,early_modern,Emanuel Swedenborg,The Worlds in Space
UNESCO Index Translationum,,"Swedenborg, Emanuel",The interaction of the soul and body,Commercio animae et corporis,,1996,London,Swedenborg Society,United Kingdom,1770,early_modern,Emanuel Swedenborg,The Interaction of the Soul and Body
UNESCO Index Translationum,,"Seneca, Lucius Annaeus",Medea,Medea,"Hine, Harry M.",2000,Warminster,Aris &amp; Phillips,United Kingdom,65,classical,Lucius Annaeus Seneca,Medea
UNESCO Index Translationum,,"Lucretius Carus, Titus",De rerum natura III,,"Brown, P. Michael",1997,Warminster,Aris &amp; Phillips,United Kingdom,-55,classical,Lucretius,De Rerum Natura
UNESCO Index Translationum,,Egeria,Egeria's travels,Itinerarium Egeriae,"Wilkinson, John",1999,Warminster,Aris &amp; Phillips,United Kingdom,383,classical,Egeria,Itinerary
UNESCO Index Translationum,,"Propertius, Sextus Aurelius",Propertius I,,"Baker, Robert John",2000,Warminster,Aris &amp; Phillips,United Kingdom,-15,classical,Propertius,Elegies
UNESCO Index Translationum,,Lactantius,The phoenix : a translation from the Latin by Eddie Flintoff of 'De ave phoenice',De ave phoenice,,1995,Bath,Old School Press,United Kingdom,320,classical,Lactantius,De Ave Phoenice
UNESCO Index Translationum,,"Cicero, Marcus Tullius",The dream of Scipio,Somnium Scipionis,"Croft, Martin",1995,Wellingborough,Bennu,United Kingdom,-50,classical,Marcus Tullius Cicero,The Dream of Scipio
UNESCO Index Translationum,,,1208/9 Pipe Roll of the Bishopric of Winchester : a translation,,"Barstow, Harold G.",1998,Chandlersford,H. G. Barstow,United Kingdom,1209,medieval,Unknown,Pipe Roll of the Bishopric of Winchester
UNESCO Index Translationum,,Louis de Blois,Comfort for the faint-hearted,,"Wilberforce, Bertrand A.",2000,London,Saint Austin Press,United Kingdom,1545,renaissance,Louis de Blois,Comfort for the Faint-hearted
UNESCO Index Translationum,,"Apuleius Madaurensis, Lucius; Couperus, Louis",Psyche ; Cupid and Psyche,,"Graves, Robert; Berrington, B. S.",1999,London,Pushkin,United Kingdom,170,classical,Apuleius,The Golden Ass
UNESCO Index Translationum,,"Cunningham, Andrew; Glisson, Francis",Lectures and other papers,,,1998,Cambridge,Wellcome Unit for the History of Medicine,United Kingdom,1650,early_modern,Francis Glisson,Lectures and Papers
UNESCO Index Translationum,,"Fronto, Marcus Cornelius; Marcus Aurelius Antonius",The Meditations of Marcus Aurelius Antoninus ; Correspondence (a selection from the letters of Marcus and Fronto),Meditations,"Farquharson, Arthur Spenser Loat; Rutherford, R. B.",1998,Oxford,Oxford University Press,United Kingdom,161,classical,Marcus Aurelius,Meditations and Correspondence with Fronto
UNESCO Index Translationum,,"Rayor, Diane; Batstone, William W.",Latin lyric and elegiac poetry : an anthology of new translations,,,1995,London,Garland,United Kingdom,2000,modern,Diane Rayor,Latin Lyric and Elegiac Poetry
UNESCO Index Translationum,,"Walsingham, Thomas","Hugh of Eversden, the friendly Abbot : Abbot of St Albans Abbey 1308-27",Gesta abbatum monasterii Sancti Albani,"Preest, David",1999,St. Albans,Fraternity of the Friends of Saint Albans Abbey,United Kingdom,1318,medieval,Thomas of Walsingham,Life of Hugh of Eversden
UNESCO Index Translationum,,"Vergilius Maro, Publius",The Eclogues,,"Michie, James",2000,London,Folio Society,United Kingdom,-38,classical,Virgil,Eclogues
UNESCO Index Translationum,,"Petronius Arbiter, Titus",Fragments from the Satyricon,Satyricon,,1999,London,Primrose Academy,United Kingdom,60,classical,Petronius,Satyricon
UNESCO Index Translationum,,"Ovidius Naso, Publius; Hughes, Ted",Tales from Ovid : twenty-four passages from the Metamorphoses,Metamorphoses,,1997,London,Faber,United Kingdom,8,classical,Ovid,Metamorphoses
UNESCO Index Translationum,,"Márkus, Gilbert; Clancy, Thomas Owen",Iona : the earliest poetry of a Celtic monastery,,,1995,Edinburgh,Edinburgh University Press,United Kingdom,700,medieval,Unknown,Poetry of Iona
UNESCO Index Translationum,,"Brewer, Derek",Medieval comic tales,,,1996,Woodbridge,D.S. Brewer,United Kingdom,1300,medieval,Unknown,Medieval Comic Tales
UNESCO Index Translationum,,Hrotsvitha of Gandersheim,Hrotsvit of Gandersheim : a florilegium of her works,,"Wilson, Katharina M.",1998,Cambridge,D.S. Brewer,United Kingdom,970,medieval,Hrotsvitha of Gandersheim,Dramatic Works and Poetry
UNESCO Index Translationum,,Hildegardis,Hildegard of Bingen : on natural philosophy and medicine : selections from Cause et cure,,"Berger, Margret",1999,Cambridge,D.S. Brewer,United Kingdom,1150,medieval,Hildegard of Bingen,Causae et Curae
UNESCO Index Translationum,,"Angela da Foligno, Cristina; Mazzoni","Angela of Foligno's Memorial : translated from Latin with introduction, notes and interpretive essay",,"Cirignano, John",1999,Woodbridge,D.S. Brewer,United Kingdom,1308,medieval,Angela of Foligno,Memorial
UNESCO Index Translationum,,Birgitta de Suecia,Saint Bride and her book : Birgitta of Sweden's Revelations,,"Holloway, Julia Bolton",2000,Woodbridge,D.S. Brewer,United Kingdom,1373,medieval,Birgitta of Sweden,Revelations
UNESCO Index Translationum,,"Duns, Joannes Scotus",From Concerning metaphysics,,"Wolter, Allan B.",1995,Edinburgh,Akros,United Kingdom,1310,medieval,John Duns Scotus,On Metaphysics
UNESCO Index Translationum,,"De Linton, Bernard","The Declaration of Arbroath : a letter from the nobility, barons and commons Scotland, in the year 1320",,,1995,Edinburgh,Akros,United Kingdom,1320,medieval,Unknown,Declaration of Arbroath
UNESCO Index Translationum,,"Murray, Alexander C.",From Roman to Merovingian Gaul : a reader,,,2000,"Peterborough, ONT",Broadview Press,Canada,600,medieval,Unknown,From Roman to Merovingian Gaul
UNESCO Index Translationum,,Hildegardis,Secrets of God : writings of Hildegard of Bingen,,"Flanagan, Sabina",1996,London,Shambhala,United Kingdom,,,,
UNESCO Index Translationum,,"Barnstone, Aliki","Voices of light : spiritual and visionary poems by women from around the world, from ancient Sumeria to now",,,1999,London,Shambhala,United Kingdom,1000,medieval,Various Authors,Voices of Light
UNESCO Index Translationum,,"Hobbes, Thomas; Silverthorne, Michael; Tuck, Richard",On the citizen,De cive,,1998,Cambridge,Cambridge University Press,United Kingdom,,,,
UNESCO Index Translationum,,"Naphy, William G.",Documents on the continental reformation,,,1996,Basingstoke,Macmillan,United Kingdom,1540,renaissance,Unknown,Documents on the Continental Reformation
UNESCO Index Translationum,,Bernard de Clairvaux,The letters of St. Bernard of Clairvaux,,"James, Bruno Scott",1998,Stroud,Sutton,United Kingdom,1150,medieval,Bernard of Clairvaux,Letters
UNESCO Index Translationum,,Adamnan,The life of Columba,Vita S Columbae,"Gregory, John",1999,Edinburgh,Floris,United Kingdom,697,medieval,Adamnan,Life of Columba
UNESCO Index Translationum,,"Weber, Ernst Heinrich; Tactu, De",E.H. Weber on the tactile senses : De Tactu ; Der Tastsinn,,"Murray, David J.; Ross, Helen Elizabeth; Tastsinn, Der",1996,Hove,Erlbaum (UK) Taylor &amp; Francis,United Kingdom,1834,modern,Ernst Heinrich Weber,On the Tactile Senses
UNESCO Index Translationum,,"Calvin, Jean; Prowse, Anne; Russell, Elizabeth Cooke Hoby",Protestant translators : Anne Lock Prowse and Elizabeth Russell,,,2000,Aldershot,Ashgate,United Kingdom,1566,renaissance,Anne Lock Prowse and Elizabeth Russell,Protestant Translators
UNESCO Index Translationum,,"Thomasius, Christian","Larva legis aquiliae : the mask of the Lex aquilia torn off, the action for damage done : a legal treatise",,"Hewett, Margaret",2000,Oxford,Hart,United Kingdom,1688,early_modern,Christian Thomasius,Larva Legis Aquiliae
UNESCO Index Translationum,,"Llull, Ramon",The book of the lover and the beloved,,"Johnston, Mark D.",1995,Warminster,"Aris &amp; Phillips in association with The Centre for Mediterranean Studies, University of Bristol",United Kingdom,1298,medieval,Ramon Llull,The Book of the Lover and the Beloved
UNESCO Index Translationum,,Augustinus Aurelius,The confessions,Confessiones,"Boulding, Maria",1997,London,Hodder &amp; Stoughton,United Kingdom,397,classical,Augustine of Hippo,Confessiones
UNESCO Index Translationum,,Hieronymus,A translation of Jerome's Chronicon with historical commentary,Chronicon,"Donalson, Malcolm Drew",1996,London,Mellen University Press,United Kingdom,405,classical,Jerome,Chronicon
UNESCO Index Translationum,,"Dyson, R. W.",Quaestio de potestate papae : Rex pacificus = An enquiry into the power of the pope,Quaestio de potestate papae,"Dyson, R. W.",1999,Lampeter,Edwin Mellen Press,United Kingdom,1302,medieval,Unknown,Quaestio de Potestate Papae
UNESCO Index Translationum,,"Corippus, Flavius Cresconius","The Iohannis, or, De bellis Libycis",Johannis,,1998,Lampeter,Edwin Mellen Press,United Kingdom,550,medieval,Flavius Cresconius Corippus,Iohannis
UNESCO Index Translationum,,"Mendieta, Gerónimo de",Historia eclesiástica Indiana : a Franciscan's view of the Spanish conquest of Mexico,Historia eclesiástica Indiana,"Jay, Felix",1997,Lampeter,Edwin Mellen,United Kingdom,1596,renaissance,Gerónimo de Mendieta,Historia Eclesiástica Indiana
UNESCO Index Translationum,,Arnulfus Lexoviensis,The letter collections of Arnulf of Lisieux,,"Schriber, Carolyn Poling",1997,Lampeter,Edwin Mellen,United Kingdom,,,,
UNESCO Index Translationum,,"Thomas Morus, David; Wootton",Utopia : with Erasmus's The sileni of Alcibiades,,,1999,Cambridge,Hackett,United Kingdom,1516,renaissance,Thomas More,Utopia
UNESCO Index Translationum,,"Spinoza, Benedictus de; Meijer, Lodewijk","The principles of Cartesian philosophy : and, Metaphysical thoughts",Renati des Cartes Principia philosophiae,"Shirley, Samuel",1998,Cambridge,Hackett,United Kingdom,1663,early_modern,Baruch Spinoza,Principles of Cartesian Philosophy
UNESCO Index Translationum,,"Thomas Aquinas, Thomas S.; Hibbs",On human nature,Sentencia libri De anima,,1999,Cambridge,Hackett,United Kingdom,1265,medieval,Thomas Aquinas,On Human Nature
UNESCO Index Translationum,,"Thomas Aquinas, Stephen F.; Brown",On faith and reason,Summa theologica,,1999,Cambridge,Hackett,United Kingdom,1265,medieval,Thomas Aquinas,On Faith and Reason
UNESCO Index Translationum,,"Comenius, Johann Amos",Panorthosia or Universal Reform : chapters 1-18 and 27,,"Dobbie, A. M. O.",1995,Sheffield,Sheffield Academic Press,United Kingdom,1645,early_modern,John Amos Comenius,Panorthosia
UNESCO Index Translationum,,"Boyle, Robert; Hunter, Michael Cyril William; Davis, Edward B.",The works of Robert Boyle,,,1999,London,Pickering &amp; Chatto,United Kingdom,1661,early_modern,Robert Boyle,Works
UNESCO Index Translationum,,"Simson, Robert",Simson on porisms : an annotated translation of Robert Simson's posthumous treatise on porisms and other items on this subject,,"Tweedle, Ian",2000,London,Springer,United Kingdom,1776,early_modern,Robert Simson,On Porisms
UNESCO Index Translationum,,"Vergilius Maro, Publius; Feeney, Denis; Stoneman, Richard",The Aeneid,Aeneis,"Sisson, Charles Hubert",1998,London,Everyman,United Kingdom,-29,classical,Virgil,Aeneid
UNESCO Index Translationum,,"Colonna, Francesco",Hypnerotomachia Poliphili : the strife of love in a dream,,"Godwin, Joscelyn",1999,London,Thames &amp; Hudson,United Kingdom,,,,
UNESCO Index Translationum,,"Vergilius Maro, Publius; Gransden, Karl Watts",Virgil in English,,,1996,London,Penguin,United Kingdom,-29,classical,Virgil,Aeneid
UNESCO Index Translationum,,"Martialis, Marcus Valerius; Boyle, Anthony James; Sullivan, John Patrick",Martial in English,,,1996,London,Penguin,United Kingdom,100,classical,Martial,Epigrams
UNESCO Index Translationum,,"Spinoza, Benedictus de; Curley, Edwin",Ethics,,,1996,London,Penguin,United Kingdom,1675,early_modern,Baruch Spinoza,Ethics
UNESCO Index Translationum,,"Apuleius Madaurensis, Lucius","The golden ass, or, Metamorphoses",Metamorphoses,"Kenney, E. J.",1998,London,Penguin,United Kingdom,170,classical,Apuleius,The Golden Ass
UNESCO Index Translationum,,Thomas Aquinas,Selected writings,,"McInerny, Ralph M.",1998,London,Penguin,United Kingdom,1268,medieval,Thomas Aquinas,Selected Writings
UNESCO Index Translationum,,"Vergilius Maro, Publius; Keener, Frederick M.",Virgil's Aeneid,Aeneis,"Dryden, John",1997,London,Penguin,United Kingdom,-29,classical,Virgil,Aeneid
UNESCO Index Translationum,,"Seneca, Lucius Annaeus; Share, Don",Seneca in English,,,1998,London,Penguin,United Kingdom,50,classical,Seneca the Younger,Dialogues and Letters
UNESCO Index Translationum,,"Ovidius Naso, Publius; Martin, Christopher",Ovid in English,,,1998,London,Penguin,United Kingdom,8,classical,Ovid,Metamorphoses
UNESCO Index Translationum,,"Seneca, Lucius Annaeus; Costa, Charles Desmond Nuttall",Dialogues and letters,,,1997,London,Penguin,United Kingdom,50,classical,Seneca the Younger,Dialogues and Letters
UNESCO Index Translationum,,"Ovidius Naso, Publius",Fasti,Fasti,"Boyle, Anthony James; Woodard, Roger D.",2000,London,Penguin,United Kingdom,8,classical,Ovid,Fasti
UNESCO Index Translationum,,"Juvenalalis, Decimus Junius",The sixteen satires,,"Green, Peter",1998,London,Penguin,United Kingdom,130,classical,Juvenal,Satires
UNESCO Index Translationum,,Marcus Aurelius Antoninus,Meditations,,"Staniforth, Maxwell",1995,London,Penguin,United Kingdom,170,classical,Marcus Aurelius,Meditations
UNESCO Index Translationum,,"Ovidius Naso, Publius",The Metamorphoses of Ovid,Metamorphoses,"Mandelbaum, Allen",1995,London,Harcourt Brace,United Kingdom,8,classical,Ovid,Metamorphoses
UNESCO Index Translationum,,"Maule, Jeremy; Poole, Adrian",The Oxford book of classical verse in translation,,,1995,Oxford,Oxford University Press,United Kingdom,1000,classical,Various Authors,Oxford Book of Classical Verse
UNESCO Index Translationum,,"Lucretius Carus, Titus",On the nature of the universe,De rerum natura,"Melville, Ronald",1999,Oxford,Oxford University Press,United Kingdom,-55,classical,Lucretius,De rerum natura (On the Nature of the Universe)
UNESCO Index Translationum,,"Livius, Titus Maccius",The rise of Rome : books one to five,Ab urbe condita,"Luce, T. J.",1998,Oxford,Oxford University Press,United Kingdom,-27,classical,Livy,History of Rome
UNESCO Index Translationum,,"Ovidius Naso, Publius",Sorrows of an exile,Tristia,"Melville, Alan David",1995,Oxford,Oxford University Press,United Kingdom,8,classical,Ovid,Tristia (Sorrows of an Exile)
