pub_year,record_type,confidence,identifier,title,creator,publisher,subject,language,ia_url,description,collection
1911,unknown,10,manualedipatrologia,Manuale di Patrologia,Biblioteca di Alessandria,,Manuale,eng,https://archive.org/details/manualedipatrologia,Manuale di Patrologia,opensource; community; fav-jm15xy
1912,unknown,10,oxfordbookoflati00garruoft,The Oxford book of Latin verse : from the earliest fragments to the end of the Vth century A.D.,"Garrod, Heathcote William, 1878-1960",Oxford : Clarendon Press,Latin poetry,eng,https://archive.org/details/oxfordbookoflati00garruoft,26 33 35,robarts; toronto; university_of_toronto; fav-alib; fav-bhills99; fav-clavius; fav-cosimo_piovasco_di_rond_; fav-edcrikey; fav-eveepretty; fav-magister1993; fav-mythographer; fav-smartcom5; fav-vergilliusmaro; fav-wong_tsz_yeung; fav-xehasi1494
1912,unknown,10,manualedepatrolo0000unse,Manuale de patrologia. E della sue relazioni con la storia dei dogmi. Versione italiana sulla 3a edizione tedesca di Gaetano Bruscoli. 1912 [Leather Bound],Various,,,eng,https://archive.org/details/manualedepatrolo0000unse,,internetarchivebooks
1913,unknown,10,cu31924005965649,Life and letters in Roman Africa,"Bouchier, E. S. (Edmund Spenser), b. 1876","Oxford, B. H. Blackwell",Latin literature,eng,https://archive.org/details/cu31924005965649,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.",cornell; americana; fav-alienriver888; fav-pere432
1913,unknown,10,lifelettersinrom00bouc,"Life and letters in Roman Africa,","Bouchier, E. S. (Edmund Spenser), b. 1876",Oxford : B.H. Blackwell,Latin literature,eng,https://archive.org/details/lifelettersinrom00bouc,"v, 127, [1] p. : 19 cm",africanaspecialcollectionsduplessis; universityofpretorialibraryservices; africanlibraries; fav-carrick_esquivel; fav-djehu; fav-marcos_de_oliveira772
1913,bilingual_edition,10,terence00tereuoft,Terence V.2,"Terence; Sargeaunt, John, 1857-1922","Cambridge, MA : Harvard University Press ; London : W. Heinemann",,lat,https://archive.org/details/terence00tereuoft,,toronto; fav-alib; fav-aru13; fav-clavius; fav-drewblanco; fav-egopro; fav-fernando_scoparo; fav-marsal_gavald_; fav-shmhz72
1915,unknown,10,commentarytogerm00wienuoft,Commentary to the Germanic laws and Mediaeval documents,"Wiener, Leo, 1862-1939",Cambridge Harvard University Press,"Bible; Skeireins; Latin language, Medieval and modern; Latin language, Vulgar; Law, Germanic; Germanic languages",eng,https://archive.org/details/commentarytogerm00wienuoft,26,robarts; toronto; university_of_toronto; fav-rmatron
1915,unknown,10,commentarytogerm00wien,Commentary to the Germanic laws and mediaeval documents,"Wiener, Leo, 1862-1939","Cambridge : Harvard University Press; [etc., etc.]","Bible; Skeireins; Law, Germanic; Latin language, Vulgar -- Semantics; Latin language, Medieval and modern -- Semantics; Germanic languages -- Etymology",eng,https://archive.org/details/commentarytogerm00wien,"""Sources of documentary evidence quoted"": p. [xi]-xix",cdl; americana; fav-antoine_chatard; fav-fabduc; fav-hassan_kassim
1915,unknown,10,commentarytogerm00wien_0,Commentary to the Germanic laws and mediaeval documents,"Wiener, Leo, 1862-1939",Cambridge : Harvard University Press,"Bible; Skeireins; Law, Germanic; Latin language, Vulgar; Latin language, Medieval and modern; Germanic languages",eng,https://archive.org/details/commentarytogerm00wien_0,"""The Gothic Bible [and the Skeireins]"": p. xxxiii-lxi; ""Sources of documentary evidence quoted"": p. [xi]-xix",getty; americana; fav-chonkyapple; fav-ebonyshante; fav-jamaal_harvey; fav-klotusflower96; fav-lostokie
1915,unknown,10,cu31924021216217,Commentary to the Germanic laws and mediaeval documents,"Wiener, Leo, 1862-1939","Cambridge, Harvard University Press","Bible; Law, Germanic; Latin language, Vulgar; Latin language, Medieval and modern; Germanic languages",eng,https://archive.org/details/cu31924021216217,"The metadata below describe the original scanning. Follow the ""All Files: HTTP"" link in the ""View the book"" box to the left to find XML files that contain more metadata about the original images and the derived formats (OCR results, PDF etc.). See also the What is the directory structure for the texts? FAQ for information about file content and naming conventions.; ""Sources of documentary evidence quoted"": p. [xi]-xix; Includes index",cornell; americana; fav-jorge_vila_historiador; fav-zweilawyer
1918,bilingual_edition,10,earlyenglishcus00goog,The early English customs system: a documentary study of the institutional and economic history of the customs from the thirteenth to the sixteenth century,"Gras, Norman Scott Brien, 1884-1956","Cambridge, Harvard University Press; [etc., etc.]",Customs administration; Tariff,eng; fre; lat,https://archive.org/details/earlyenglishcus00goog,"Book digitized by Google and uploaded to the Internet Archive by user tpb.; ""Most of this book is given up to the documents of the customs which are for the most part published in full and in the original language, Latin, French, or English, with introductory comments.""--Pref; Bibliography: p. 711-721",americana
1918,bilingual_edition,10,earlyenglishcus01goog,The early English customs system: a documentary study of the institutional and economic history of the customs from the thirteenth to the sixteenth century,"Gras, Norman Scott Brien, 1884-1956","Cambridge, Harvard University Press",Customs administration -- Great Britain; Tariff -- Great Britain -- History; Customs administration; Tariff; Great Britain; Customs administration Great Britain; Tariff History Great Britain,eng; fre; lat,https://archive.org/details/earlyenglishcus01goog,"Book digitized by Google from the library of Harvard University and uploaded to the Internet Archive by user tpb.; xiv, 766 pages 23 cm; ""Most of this book is given up to the documents of the customs which are for the most part published in full and in the original language, Latin, French, or English, with introductory comments.""--Preface; Includes bibliographical references (pages 711-721); Microfilmed; 2007",americana
1920,bilingual_edition,10,romanessaysinter00fowluoft,Roman essays and interpretations,"Fowler, W. Warde (William Warde), 1847-1921","Oxford, Clarendon Press","Gracchus, Caius Sempronius; Horace; Caesar, Julius; Laudatio Turiae; Mommsen, Theodor, 1817-1903; Niebuhr, Barthold Georg, 1776-1831; Cicero, Marcus Tullius; Shakespeare, William, 1564-1616; Virgil; Latin literature -- History and criticism; Rome (city) -- Antiquities",eng,https://archive.org/details/romanessaysinter00fowluoft,"The Latin history of the word Religio; The original meaning of the word Sacer; Mundus Patet; The oak and the Thunder-God; The religious meaning of the Toga Praetexta of Roman children; Was the Flaminica Dialis priestess of Juno?; The origin of the Lar familiaris; Fortuna primigenia; Passing under the yoke; Note on privately dedicated Roman altars; The Pontifices and the Feriae: the law of rest-days; On the date of the Rhetorica ad Herennium; The lex frumentaria of Gaius Gracchus; The Carmen saeculare of Horace and its first performance; On the Laudatio Turiae and its additional fragments; An unnoticed trait in the character of Julius Caesar; Ancient Italy and modern Borneo; Parallela quaedam; The great serpent of the River Bagradas; Vergiliana; Notes on Horace; Barthold Georg Niebuhr, a sketch; Theodor Mommsen: his life and work; The tragic element in Shakespeare's Julius Caesar; Index of Latin words and phrases; 26",robarts; toronto; university_of_toronto; fav-clavius; fav-emilio_lvarez; fav-goodtasteinbooks; fav-jahanzeb_shah; fav-jason_r; fav-jungle_apocalypse; fav-khesbet; fav-laurajusa; fav-liutaeva; fav-pheona; fav-reedmewrite; fav-ruben_scheiber; fav-samikans92; fav-shmhz72
1933,unknown,10,prosepoetry0000unse,Selections from Latin prose and poetry,"Harrington, Karl Pomeroy, 1861-1953, editor","Cambridge, Massachusetts Harvard University Press",Latin language -- Readers; Latin language,eng,https://archive.org/details/prosepoetry0000unse,624 pages : 22 cm,marygrovecollege; internetarchivebooks; americana; printdisabled; fav-filologanoga; fav-junyangng; fav-kozaczke; fav-lostcliff; fav-palingenes; fav-ricardo_gatzmann; fav-v_palenyy
1935,unknown,10,remainsofoldlati01warmuoft,Remains of old Latin; newly edited and translated,"Warmington, E. H. (Eric Herbert), 1898-",Cambridge Harvard University Press,"Latin language, Preclassical to ca. 100 B.C",eng,https://archive.org/details/remainsofoldlati01warmuoft,26,robarts; toronto; university_of_toronto; fav-aileen_sky; fav-alib; fav-alicebon; fav-altgaming; fav-bethtite; fav-chapalan; fav-clavius; fav-e_blackadder; fav-egopro; fav-emericianusiii; fav-hank707; fav-harpocrates887; fav-hawkseked222; fav-iabc; fav-ian185; fav-lostokie; fav-marky_mark463; fav-minara1111; fav-omicupid; fav-onearmwonder; fav-osvaldorivfl1996; fav-pascal_t; fav-peter_the_dean; fav-rafa_britos; fav-richardjking; fav-ronkeduck; fav-sebasti_n_a_rton; fav-sirgal35; fav-thonkycat
1935,unknown,10,remainsofoldlati02warmuoft,Remains of old Latin; newly edited and translated,"Warmington, E. H. (Eric Herbert), 1898-",Cambridge Harvard University Press,"Latin language, Preclassical to ca. 100 B.C",eng,https://archive.org/details/remainsofoldlati02warmuoft,26,robarts; toronto; university_of_toronto; fav-alib; fav-alicebon; fav-clavius; fav-daviaccorci; fav-denabit; fav-egopro; fav-grendelsdam; fav-hawkseked222; fav-leo_vince; fav-lostokie; fav-minara1111; fav-nedrix; fav-neferisa; fav-nicodemus9; fav-omicupid; fav-osvaldorivfl1996; fav-profesornew; fav-sebasti_n_a_rton; fav-sirgal35; fav-thonkycat
1935,unknown,10,remainsofoldlati03warmuoft,Remains of old Latin; newly edited and translated,"Warmington, E. H. (Eric Herbert), 1898-",Cambridge Harvard University Press,"Latin language, Preclassical to ca. 100 B.C",eng,https://archive.org/details/remainsofoldlati03warmuoft,26,robarts; toronto; university_of_toronto; fav-alib; fav-angerty; fav-chapalan; fav-clavius; fav-egopro; fav-kelly573; fav-osvaldorivfl1996; fav-r_drake; fav-schimmentipaolo
1952,unknown,10,oxfordbookoflati0000garr,The Oxford book of Latin verse : from the earliest fragments to the end of the Vth century A. D. --,"Garrod, Heathcote William, 1878-1960",Oxford : Clarendon Press,Latin poetry,eng,https://archive.org/details/oxfordbookoflati0000garr,531 p,trent_university; internetarchivebooks; inlibrary; printdisabled; fav-egopro; fav-jns18; fav-v_palenyy; fav-xehasi1494
1954,bilingual_edition,10,naturegraceselec0011thom,Nature and grace; selections from the Summa theologica of Thomas Aquinas,"Thomas, Aquinas, Saint, 1225?-1274","Philadelphia, Westminster Press",Catholic Church -- Doctrines,eng; lat,https://archive.org/details/naturegraceselec0011thom,386 p. 24 cm; On spine: Aquinas on nature and grace; Bibliography: p. 369-374,trent_university; internetarchivebooks; inlibrary; printdisabled; fav-_2jszfhxiquf; fav-alexina789; fav-arlin_roth441; fav-bibliophile349; fav-gpt1968; fav-pursuerofknowledge; fav-ramy78; fav-sdd2906; fav-trendyweb1
1958,unknown,10,romanliterature00gran,Roman literature,"Grant, Michael, 1914-2004","Harmondsworth, Middlesex] Penguin Books",Latin literature,eng,https://archive.org/details/romanliterature00gran,287 p. 18 cm,internetarchivebooks; americana; inlibrary; printdisabled; fav-bahadir_koc; fav-dylanyakuza88; fav-hotsquash84; fav-je_brien; fav-leamus_; fav-mohamed_mostafa338; fav-rip_thorn; fav-rox_cri; fav-spoonhead8; fav-v_palenyy
1958,unknown,10,romanliterarypor0000lofs,Roman literary portraits,"Löfstedt, Einar, 1880-1955","Oxford, Clarendon Press",Latin literature -- History and criticism,eng,https://archive.org/details/romanliterarypor0000lofs,204 p. 22 cm; Translation of Romare,trent_university; internetarchivebooks; inlibrary; printdisabled; fav-clavius
1958,unknown,10,textualcriticism0000maas_b8w6,Textual criticism,"Maas, Paul, 1880-1964, author",Oxford : Clarendon Press,"Criticism, Textual; Critique; 18.43 ancient Greek literature; 18.46 ancient Latin literature; Classical languages; Textual criticism; Critique génétique; Critique textuelle",eng,https://archive.org/details/textualcriticism0000maas_b8w6,"59 pages : 19 cm; Until the publishing of this short book, there was no serious work in English on the principles of textual criticism. This book is written with the literatures of ancient Greece and Rome mainly in mind, but some essential principles of the subject are equally applicable to other literatures, especially Shakespeare. -- Book jacket; ""Originally published in German under the title, Textkritik, in 1927, as part III of Gercke-Norden, Einleitung in der Altertumswissenschaft, vol. I, 3d ed.""; Includes bibliographical references (page 55 and index; Basic notions -- Recensio -- Examinatio -- Bearing of these arguments on the preparation of a critical edition -- Examples",claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-clavius; fav-douglas_kayse; fav-dylanyakuza88; fav-mahmud_cevher; fav-tom_dickerson; fav-v_palenyy; fav-warwick501; fav-whelekwet
1958,unknown,10,textualcriticism0000maas,Textual criticism,"Maas, Paul, 1880-1964, author",Oxford : Clarendon Press,"Criticism, Textual; Critique; 18.43 ancient Greek literature; 18.46 ancient Latin literature; Classical languages; Textual criticism; Critique génétique; Critique textuelle",eng,https://archive.org/details/textualcriticism0000maas,"59 pages : 19 cm; Until the publishing of this short book, there was no serious work in English on the principles of textual criticism. This book is written with the literatures of ancient Greece and Rome mainly in mind, but some essential principles of the subject are equally applicable to other literatures, especially Shakespeare. -- Book jacket; ""Originally published in German under the title, Textkritik, in 1927, as part III of Gercke-Norden, Einleitung in der Altertumswissenschaft, vol. I, 3d ed.""; Includes bibliographical references (page 55 and index; Basic notions -- Recensio -- Examinatio -- Bearing of these arguments on the preparation of a critical edition -- Examples",claremont_school_of_theology; internetarchivebooks; inlibrary; printdisabled; fav-amroberts; fav-beatrice_bip; fav-clavius; fav-dylanyakuza88; fav-francis648; fav-h_y_leung; fav-jesgrenz; fav-mahmud_cevher; fav-maria_in_s_monteiro_bico; fav-mii96; fav-mrimal; fav-portoo_s; fav-sa_scholarsship; fav-twospoons; fav-v_palenyy
